crop,year,season,rainfall_mm,temperature,humidity,nitrogen,phosphorus,potassium,ph,area_hectares,irrigation,fertilizer_used,yield_tons_per_hectare
Rice,2020,Kharif,1270.0,27.7,77.1,203.1,56.8,172.9,6.88,362.91,0,0,3.23
Maize,2022,Kharif,719.2,25.3,59.4,167.1,37.2,218.3,6.75,360.9,0,1,4.24
Cotton,2017,Kharif,688.3,30.6,68.0,226.6,43.1,218.2,7.33,185.12,1,1,2.57
Rice,2017,Kharif,1460.0,30.0,79.0,239.5,49.3,245.6,6.64,26.27,1,0,5.25
Rice,2020,Kharif,1500.0,29.1,89.4,117.2,45.6,275.7,5.91,291.65,1,0,3.15
Sugarcane,2017,Summer,1071.3,30.9,84.0,300.0,66.9,351.4,6.79,442.2,1,1,108.79
Soybean,2024,Kharif,611.6,27.6,67.4,167.4,43.0,204.9,7.62,357.24,1,0,2.72
Cotton,2023,Kharif,781.1,26.2,66.6,153.1,46.1,172.0,7.22,334.05,0,1,1.86
Cotton,2020,Kharif,738.8,27.2,69.9,198.3,33.3,221.8,6.8,287.96,0,0,1.8
Maize,2022,Kharif,711.8,28.7,69.7,187.3,49.4,254.0,6.39,338.25,1,1,5.54
Maize,2023,Kharif,695.2,27.4,69.5,195.1,45.1,293.2,7.45,375.0,1,0,5.17
Soybean,2023,Kharif,772.2,26.7,67.7,119.5,54.4,205.1,7.3,161.45,0,1,3.41
Wheat,2021,Rabi,577.9,22.8,43.4,241.5,61.5,176.2,7.52,135.41,0,1,3.45
Turmeric,2024,Kharif,842.0,27.5,83.3,186.8,48.7,306.9,6.05,121.95,0,1,8.84
Cotton,2021,Kharif,767.4,26.1,64.7,166.4,44.2,247.3,6.62,126.6,0,0,1.89
Sugarcane,2020,Summer,1149.2,37.9,78.0,277.7,50.1,282.2,5.99,176.84,1,0,55.79
Wheat,2024,Rabi,501.8,20.7,50.8,263.0,42.6,147.6,7.43,119.29,1,1,4.36
Sugarcane,2015,Summer,984.7,32.9,75.1,261.2,65.8,284.5,6.6,62.6,0,0,55.9
Rice,2023,Kharif,1228.7,29.2,82.5,213.4,46.0,234.6,6.16,468.35,1,1,5.98
Sugarcane,2020,Summer,1219.7,31.1,77.0,289.8,48.2,286.7,7.08,304.05,1,1,80.15
Soybean,2020,Kharif,699.9,26.6,68.4,100.0,58.2,164.6,6.38,468.89,0,1,3.05
Soybean,2021,Kharif,777.1,28.9,74.6,162.8,33.8,192.2,6.95,401.47,1,1,3.26
Rice,2019,Kharif,1062.0,26.5,87.1,235.4,51.4,205.4,5.71,195.87,1,0,3.48
Wheat,2018,Rabi,610.0,23.3,51.2,231.5,32.7,193.4,7.76,171.69,1,1,3.18
Soybean,2023,Kharif,802.6,27.2,63.9,86.0,66.8,179.2,6.61,301.98,0,1,2.97
Wheat,2015,Rabi,537.5,23.8,54.0,215.6,80.0,267.7,7.28,427.2,1,1,5.23
Turmeric,2020,Kharif,929.6,29.4,52.7,154.6,52.8,225.3,5.73,93.32,0,1,6.71
Rice,2015,Kharif,1126.7,31.2,86.0,214.9,34.7,186.3,6.37,155.89,1,1,4.16
Wheat,2018,Rabi,485.4,23.4,40.8,169.4,66.6,192.9,6.4,159.95,0,1,2.45
Cotton,2015,Kharif,947.1,26.1,46.1,122.7,33.7,282.4,7.28,138.52,1,1,1.99
Cotton,2022,Kharif,691.2,26.8,52.6,214.8,49.2,250.3,6.47,460.86,0,1,2.41
Soybean,2017,Kharif,804.9,30.5,72.5,210.1,50.4,229.7,7.37,303.33,0,0,2.65
Rice,2022,Kharif,1367.6,29.5,76.3,202.8,28.4,293.3,6.07,92.0,0,0,3.02
Wheat,2020,Rabi,519.3,21.6,45.8,156.1,55.2,127.9,6.71,369.81,1,1,2.64
Rice,2015,Kharif,1448.2,26.8,84.1,231.2,27.6,226.5,7.12,180.42,1,0,2.78
Rice,2023,Kharif,1229.9,27.7,79.0,253.4,57.4,275.4,6.81,361.73,0,1,5.06
Maize,2016,Kharif,612.2,25.3,61.9,191.5,31.2,278.9,6.79,292.88,1,1,4.95
Maize,2016,Kharif,693.4,26.3,80.2,178.6,65.0,217.2,7.02,49.86,0,1,4.24
Soybean,2024,Kharif,634.8,26.2,65.1,125.7,47.8,100.0,7.7,271.74,1,1,2.26
Maize,2017,Kharif,693.8,26.4,56.1,142.2,52.7,173.3,7.25,254.87,0,0,3.74
Wheat,2020,Rabi,510.1,28.3,66.8,200.3,61.6,202.8,7.17,87.54,0,1,2.45
Turmeric,2016,Kharif,969.9,26.4,74.0,179.8,61.7,260.2,6.3,144.44,0,1,9.25
Soybean,2017,Kharif,820.8,29.9,61.1,105.4,68.9,154.7,6.83,499.45,0,1,2.58
Maize,2022,Kharif,620.8,27.2,70.6,115.7,31.9,200.1,6.32,395.58,1,0,3.63
Soybean,2022,Kharif,638.0,29.3,58.8,137.8,50.9,197.3,6.85,326.47,0,1,2.73
Cotton,2024,Kharif,703.7,25.8,66.2,171.5,48.8,258.6,7.07,234.3,1,1,3.13
Cotton,2019,Kharif,965.9,27.9,44.7,209.2,49.6,262.8,7.44,283.53,1,1,2.75
Cotton,2019,Kharif,774.8,28.8,41.6,142.8,50.2,271.1,6.98,85.4,0,1,1.92
Soybean,2019,Kharif,797.5,24.4,60.8,102.6,57.0,203.8,6.29,353.63,0,1,2.79
Rice,2017,Kharif,1377.8,29.4,77.4,210.6,57.7,238.3,6.68,440.58,0,0,3.59
Rice,2016,Kharif,1273.1,29.7,84.9,191.4,45.2,272.1,6.02,395.0,0,1,4.29
Sugarcane,2024,Summer,1105.3,33.4,80.2,271.1,74.1,268.3,6.47,353.76,0,1,80.63
Wheat,2015,Rabi,481.7,21.9,38.8,228.3,61.4,239.6,7.11,204.87,1,1,3.9
Wheat,2019,Rabi,455.6,21.8,48.4,196.1,67.1,282.1,7.44,401.64,1,1,4.74
Rice,2022,Kharif,1113.9,27.9,80.7,258.6,46.7,278.9,6.1,35.12,0,1,4.74
Cotton,2019,Kharif,783.2,28.4,60.0,197.2,30.2,205.1,7.61,161.94,0,1,1.95
Rice,2018,Kharif,1291.3,26.6,77.3,162.5,45.0,259.4,6.48,481.53,0,0,3.38
Cotton,2016,Kharif,697.4,26.9,62.3,175.8,54.1,246.0,6.6,212.37,0,1,2.15
Wheat,2020,Rabi,527.3,24.5,52.6,217.9,62.7,192.4,7.26,430.78,1,1,3.91
Rice,2019,Kharif,1099.9,28.4,89.0,224.7,49.1,231.6,6.52,88.41,0,1,4.57
Soybean,2018,Kharif,731.3,27.1,52.3,125.5,59.5,164.1,7.32,185.29,0,1,2.66
Maize,2018,Kharif,779.9,26.2,74.6,191.2,42.9,213.6,6.68,373.79,0,0,3.74
Maize,2022,Kharif,558.1,24.6,63.9,193.7,51.7,285.9,6.54,31.22,0,1,5.09
Soybean,2016,Kharif,755.7,31.0,54.4,97.2,37.3,204.6,7.18,412.9,1,1,2.07
Turmeric,2023,Kharif,829.8,28.8,71.7,172.0,43.6,189.9,6.7,306.44,1,1,8.31
Cotton,2015,Kharif,938.0,32.7,61.1,178.3,36.9,169.0,6.34,341.46,0,1,1.43
Soybean,2024,Kharif,794.4,22.6,68.1,116.2,46.3,108.6,6.54,352.88,0,1,2.22
Soybean,2024,Kharif,762.6,27.8,63.4,106.2,53.1,172.3,6.78,190.4,1,0,3.21
Soybean,2016,Kharif,892.4,27.2,64.0,102.0,38.8,179.8,7.04,263.18,1,1,3.14
Soybean,2021,Kharif,777.5,25.9,71.7,110.3,49.0,183.9,6.86,284.68,1,1,3.3
Cotton,2019,Kharif,909.6,23.8,70.0,146.6,27.3,198.1,7.2,144.18,1,1,1.69
Cotton,2021,Kharif,731.0,29.4,73.4,207.5,47.5,201.6,7.32,84.74,0,1,1.99
Wheat,2022,Rabi,527.6,21.3,59.8,300.0,68.9,248.3,6.92,486.87,0,0,3.98
Wheat,2017,Rabi,572.5,24.7,54.6,221.5,57.7,160.6,7.09,21.31,0,1,3.58
Soybean,2020,Kharif,815.7,25.2,54.3,118.2,62.4,221.0,6.97,371.71,1,1,3.72
Sugarcane,2023,Summer,1090.4,33.9,77.1,271.4,67.8,299.3,6.87,212.36,0,0,68.23
Wheat,2017,Rabi,515.7,18.2,45.8,219.4,33.9,235.0,6.65,91.06,1,1,2.96
Soybean,2022,Kharif,798.6,27.6,61.4,126.7,62.9,206.4,6.87,360.62,0,0,2.8
Cotton,2017,Kharif,688.2,27.8,59.6,223.4,47.7,156.2,7.31,64.96,1,1,2.45
Rice,2024,Kharif,1137.5,28.1,74.8,190.5,39.4,237.4,6.55,171.08,1,1,4.08
Soybean,2019,Kharif,837.7,26.5,76.2,139.2,58.8,118.8,6.37,426.11,0,0,2.32
Cotton,2015,Kharif,901.3,32.1,53.6,169.2,56.2,264.2,7.06,148.86,1,1,2.42
Cotton,2018,Kharif,651.7,28.3,51.6,181.4,26.8,211.3,7.23,151.16,1,1,2.05
Wheat,2021,Rabi,602.5,20.0,59.6,198.7,61.4,213.1,7.4,220.88,1,1,4.73
Turmeric,2023,Kharif,907.1,31.7,72.0,211.8,53.0,291.0,6.73,205.23,0,0,8.39
Sugarcane,2019,Summer,1248.4,34.1,83.8,300.0,57.3,284.1,7.13,252.38,0,1,72.93
Wheat,2019,Rabi,583.2,23.6,48.1,267.2,37.2,232.5,7.81,277.09,1,0,3.16
Cotton,2021,Kharif,732.5,29.0,62.7,122.9,40.4,232.8,6.6,67.92,0,1,1.79
Soybean,2017,Kharif,770.0,24.3,66.1,128.9,68.5,195.7,6.51,386.62,0,1,2.69
Wheat,2015,Rabi,400.0,21.8,66.6,230.1,63.4,223.8,6.28,319.28,0,1,3.11
Rice,2017,Kharif,1302.8,25.1,69.6,173.1,36.0,209.2,7.01,481.79,1,1,2.62
Cotton,2021,Kharif,717.6,27.9,53.1,188.1,47.6,223.7,6.92,226.68,0,1,2.72
Wheat,2022,Rabi,654.8,19.5,59.5,225.5,38.6,140.0,6.77,335.42,1,1,3.14
Rice,2021,Kharif,1471.2,30.1,77.5,115.0,48.4,260.2,6.63,18.28,1,1,4.46
Cotton,2018,Kharif,871.6,28.7,66.4,155.7,46.0,245.6,6.9,499.57,0,1,2.29
Wheat,2018,Rabi,462.4,23.1,46.7,227.9,73.8,175.8,6.29,485.58,1,0,2.95
Wheat,2020,Rabi,498.7,23.3,71.4,235.0,45.1,145.9,7.33,296.08,1,1,2.7
Rice,2015,Kharif,1204.9,30.1,87.7,215.1,39.8,248.9,6.01,108.1,0,1,4.02
Sugarcane,2020,Summer,1107.0,31.3,75.4,265.6,78.0,299.3,6.32,317.64,0,0,78.07
Soybean,2024,Kharif,694.4,26.5,72.9,130.1,52.3,191.1,6.47,376.79,1,1,2.84
Wheat,2019,Rabi,469.7,21.7,61.9,230.4,56.9,235.3,7.33,271.31,1,1,4.52
Soybean,2015,Kharif,847.2,26.2,78.4,101.2,58.1,171.1,6.8,436.49,0,1,2.54
Maize,2019,Kharif,723.7,23.0,79.7,239.4,65.4,159.9,7.22,229.6,0,1,4.21
Wheat,2021,Rabi,458.5,21.9,61.3,239.5,53.2,218.5,7.14,368.71,1,0,3.8
Rice,2022,Kharif,1191.1,30.5,78.2,215.9,52.2,250.1,6.15,320.7,1,1,5.73
Soybean,2024,Kharif,721.0,24.4,67.6,101.2,45.6,231.1,7.08,288.64,1,0,3.08
Sugarcane,2022,Summer,1102.8,36.4,77.4,275.9,59.7,275.3,6.97,393.71,1,1,80.9
Rice,2023,Kharif,1355.0,32.1,80.4,258.5,53.6,208.6,6.64,444.43,1,0,4.1
Sugarcane,2015,Summer,1088.3,32.3,79.6,300.0,51.3,327.9,6.33,22.28,0,1,77.11
Soybean,2018,Kharif,589.4,25.6,67.4,80.0,46.3,192.5,7.33,329.43,1,1,2.23
Soybean,2016,Kharif,813.3,27.1,73.2,135.2,59.4,236.2,6.85,289.37,1,1,4.7
Soybean,2024,Kharif,698.9,26.0,65.6,164.7,46.0,193.2,7.35,246.08,0,1,3.27
Wheat,2021,Rabi,554.0,22.4,43.1,257.4,67.8,199.2,7.79,271.87,1,1,4.28
Rice,2022,Kharif,1404.1,31.7,89.2,214.0,52.9,240.5,7.55,316.94,1,1,4.09
Maize,2021,Kharif,679.0,25.6,61.6,267.4,57.9,258.6,6.37,188.28,1,1,6.72
Sugarcane,2015,Summer,1041.0,32.4,82.1,279.0,55.3,414.9,6.67,386.49,1,1,93.06
Maize,2023,Kharif,616.2,29.2,59.4,161.0,52.4,199.2,6.9,158.29,1,0,3.67
Cotton,2019,Kharif,681.9,31.0,71.5,139.0,54.6,215.0,7.21,234.59,1,1,1.78
Soybean,2018,Kharif,604.6,29.9,66.6,95.6,42.5,166.4,6.4,221.51,1,0,1.83
Sugarcane,2020,Summer,1159.1,34.5,73.3,300.0,56.4,285.3,6.66,497.06,0,1,75.49
Cotton,2021,Kharif,743.6,27.5,51.4,204.8,44.5,202.9,7.55,461.07,1,1,3.04
Soybean,2019,Kharif,783.5,28.0,61.7,150.9,53.3,136.3,6.89,332.49,1,1,3.48
Wheat,2023,Rabi,607.2,18.0,49.3,210.7,43.0,194.9,6.8,74.69,1,0,2.91
Wheat,2021,Rabi,556.1,21.3,49.9,246.1,46.8,181.7,7.68,232.02,1,1,3.71
Wheat,2015,Rabi,472.9,21.8,56.4,222.2,67.3,176.9,7.57,298.33,1,1,4.51
Maize,2019,Kharif,616.5,25.1,56.1,158.8,45.8,246.1,6.81,380.53,1,0,3.83
Maize,2016,Kharif,772.1,29.1,64.1,193.4,52.0,187.0,7.34,283.38,0,0,3.52
Maize,2016,Kharif,724.2,24.2,70.4,267.3,50.2,147.5,6.57,78.6,1,0,4.38
Turmeric,2017,Kharif,810.1,29.9,62.3,257.0,54.9,301.2,6.86,402.69,0,1,9.72
Cotton,2023,Kharif,857.0,28.0,60.5,200.0,46.5,225.9,7.18,353.26,1,1,3.09
Sugarcane,2019,Summer,1093.9,34.2,77.5,239.5,65.6,264.6,6.69,366.5,0,1,72.1
Sugarcane,2021,Summer,1069.9,32.4,88.5,228.6,74.2,241.0,7.36,138.1,0,1,63.07
Wheat,2021,Rabi,568.8,24.1,53.7,194.8,58.1,100.0,6.94,210.93,1,0,2.7
Cotton,2021,Kharif,757.7,24.1,59.6,153.6,29.3,201.6,6.99,491.46,1,1,2.17
Maize,2017,Kharif,637.7,27.0,56.2,222.8,49.9,246.7,6.73,168.17,1,0,5.81
Maize,2020,Kharif,754.4,24.8,77.3,197.9,45.5,226.7,6.24,401.98,0,1,3.85
Sugarcane,2024,Summer,1119.2,29.8,89.0,288.8,68.8,302.1,6.93,40.04,1,1,92.88
Cotton,2017,Kharif,840.0,27.2,60.4,171.8,43.2,220.0,7.13,307.14,1,1,2.66
Maize,2024,Kharif,764.3,28.8,78.6,185.6,37.4,150.1,6.46,319.02,0,1,3.19
Sugarcane,2020,Summer,1142.3,34.2,74.3,219.4,47.6,254.5,6.8,142.6,0,0,54.23
Soybean,2018,Kharif,594.6,30.8,67.9,140.3,53.2,252.4,6.85,278.29,0,1,3.07
Cotton,2015,Kharif,773.3,27.6,69.0,188.6,36.9,278.6,7.33,56.07,1,1,2.45
Rice,2021,Kharif,1208.3,27.4,83.7,117.8,44.0,248.6,6.09,20.4,0,0,2.75
Cotton,2019,Kharif,887.4,26.6,61.2,189.6,41.6,165.1,6.56,316.65,0,0,1.86
Soybean,2020,Kharif,865.0,25.5,66.0,112.4,50.0,205.3,6.68,387.31,0,1,3.0
Cotton,2024,Kharif,645.0,31.0,54.3,177.7,50.0,219.2,7.06,79.78,1,0,2.14
Cotton,2023,Kharif,782.6,26.9,59.2,151.0,27.1,214.1,6.73,69.87,0,0,1.78
Wheat,2022,Rabi,540.8,22.1,44.5,207.7,26.0,243.6,6.52,362.43,1,1,3.4
Maize,2018,Kharif,512.8,28.2,57.3,171.3,44.7,205.3,5.75,401.94,0,1,2.75
Cotton,2017,Kharif,715.9,29.3,57.0,154.3,26.6,199.6,6.93,86.62,1,1,2.16
Maize,2023,Kharif,634.6,26.1,59.1,142.0,49.9,242.1,6.78,432.46,0,0,3.79
Turmeric,2024,Kharif,896.7,30.1,78.9,142.3,61.0,257.4,6.87,55.1,1,1,11.42
Cotton,2020,Kharif,800.0,30.7,60.5,163.7,36.7,277.7,6.69,169.99,1,0,2.21
Wheat,2023,Rabi,575.8,24.5,47.4,185.1,36.2,218.2,6.85,183.66,0,1,2.63
Wheat,2019,Rabi,609.0,22.7,52.0,227.3,52.6,254.2,7.49,374.57,1,1,4.2
Rice,2019,Kharif,1122.3,29.4,80.9,186.8,53.5,259.0,6.22,363.1,0,1,5.0
Wheat,2017,Rabi,673.5,20.0,51.7,214.6,58.6,192.7,6.59,461.16,0,1,2.96
Sugarcane,2019,Summer,1191.0,32.7,76.1,270.1,67.0,323.8,6.26,374.96,1,1,97.16
Rice,2015,Kharif,1294.2,25.4,70.3,290.6,55.9,250.4,6.68,391.93,0,1,3.84
Rice,2018,Kharif,1150.7,30.8,81.0,215.2,49.4,275.6,6.32,46.24,0,1,5.09
Rice,2019,Kharif,1162.8,31.0,82.9,179.2,47.2,211.3,6.72,300.98,1,1,4.98
Maize,2015,Kharif,756.1,28.3,72.3,217.1,39.6,166.6,7.02,106.98,0,1,3.98
Wheat,2016,Rabi,528.3,19.4,60.9,259.6,40.1,207.8,7.44,489.12,0,1,3.4
Wheat,2021,Rabi,567.0,26.0,46.7,247.1,75.0,146.2,7.15,123.65,0,0,2.57
Cotton,2020,Kharif,603.3,28.4,60.7,166.8,49.2,166.3,6.61,486.02,0,1,1.73
Sugarcane,2021,Summer,961.4,32.9,87.5,278.6,43.8,320.4,6.24,121.37,1,1,78.48
Wheat,2021,Rabi,650.9,20.5,56.4,266.9,63.8,160.4,7.04,14.85,0,0,3.4
Cotton,2023,Kharif,695.0,25.9,75.1,210.6,47.9,250.2,7.76,240.31,0,0,1.64
Cotton,2023,Kharif,804.9,32.5,71.2,133.1,29.2,192.9,7.46,17.02,0,1,1.08
Sugarcane,2019,Summer,1102.9,36.4,75.7,223.1,45.8,340.6,6.85,266.73,0,1,59.36
Rice,2020,Kharif,1139.2,28.9,90.0,172.4,45.5,184.3,6.82,458.87,1,1,3.75
Cotton,2017,Kharif,777.1,26.8,65.3,208.7,40.3,242.8,7.4,241.05,1,1,2.93
Soybean,2024,Kharif,842.9,29.6,63.6,80.0,57.0,237.9,6.64,180.08,0,0,2.33
Cotton,2015,Kharif,616.7,29.0,65.2,169.8,47.8,273.8,6.8,72.04,0,1,2.03
Soybean,2019,Kharif,753.2,24.5,65.0,107.6,59.6,139.3,6.12,266.9,0,1,2.63
Soybean,2017,Kharif,695.4,26.6,68.2,93.4,61.2,141.6,6.19,311.28,1,0,2.69
Rice,2016,Kharif,1203.9,29.1,86.7,182.8,44.1,198.4,6.51,207.79,0,1,4.14
Soybean,2023,Kharif,685.2,25.4,68.2,97.1,54.2,149.6,6.32,374.29,0,1,2.51
Soybean,2022,Kharif,733.0,27.2,58.2,145.4,32.1,182.6,6.95,94.34,1,1,3.05
Rice,2016,Kharif,1185.1,27.7,86.7,216.2,40.5,192.6,6.27,404.85,0,0,3.36
Wheat,2024,Rabi,545.5,20.9,50.4,233.0,60.8,247.3,7.95,393.33,0,1,3.64
Wheat,2021,Rabi,509.8,20.5,54.2,176.1,51.8,203.2,6.88,210.52,0,0,2.83
Maize,2022,Kharif,651.9,27.3,42.8,200.5,63.0,166.2,7.05,181.0,0,0,3.31
Maize,2016,Kharif,849.1,26.3,54.6,231.6,42.1,207.9,6.69,447.73,1,1,4.81
Cotton,2016,Kharif,878.4,28.8,64.1,184.8,38.0,198.1,7.34,50.03,1,1,2.21
Soybean,2016,Kharif,722.6,27.0,68.6,111.9,62.4,147.6,6.95,161.5,0,0,2.74
Cotton,2019,Kharif,665.0,27.2,64.0,184.9,52.4,286.6,7.11,166.02,0,0,2.66
Cotton,2020,Kharif,708.1,27.4,55.7,162.5,42.2,227.0,6.9,482.52,0,1,2.41
Rice,2022,Kharif,1280.3,30.4,86.0,217.0,49.1,196.2,7.2,337.78,1,1,5.67
Cotton,2015,Kharif,712.1,29.1,61.8,120.1,31.3,188.3,6.87,440.2,0,0,1.52
Rice,2016,Kharif,1122.8,29.1,88.6,162.3,37.2,217.9,6.71,90.89,0,1,3.54
Maize,2018,Kharif,667.4,26.3,62.4,209.5,50.3,189.6,6.54,441.77,0,1,5.33
Wheat,2019,Rabi,598.9,24.4,52.6,249.5,59.5,210.5,7.06,411.54,1,1,4.49
Cotton,2022,Kharif,681.3,29.1,48.2,218.6,43.6,243.5,7.12,447.66,1,1,2.45
Maize,2018,Kharif,774.7,25.2,61.2,210.3,29.0,151.5,6.8,300.96,1,1,4.3
Maize,2022,Kharif,761.2,27.1,69.6,200.1,52.9,221.5,6.93,451.41,1,0,6.19
Wheat,2018,Rabi,593.9,21.4,64.7,239.3,53.8,157.4,7.47,125.59,1,1,3.98
Wheat,2018,Rabi,596.3,25.3,58.4,258.6,58.1,223.2,7.46,117.83,1,0,3.53
Soybean,2017,Kharif,601.2,26.3,69.1,95.5,44.4,230.2,6.75,131.77,1,1,2.75
Rice,2022,Kharif,1015.4,28.7,80.4,232.1,44.6,215.1,6.81,228.13,1,1,5.1
Soybean,2020,Kharif,749.4,26.4,58.9,152.5,66.2,203.9,7.42,456.46,1,1,4.18
Cotton,2016,Kharif,766.7,27.1,52.7,130.9,38.7,285.4,7.32,205.51,1,1,2.52
Soybean,2021,Kharif,701.9,26.0,62.2,164.8,42.4,267.5,6.8,97.67,1,1,4.44
Soybean,2021,Kharif,793.9,27.0,66.1,114.9,45.0,202.2,7.44,365.21,0,1,2.57
Soybean,2017,Kharif,759.2,28.6,63.3,117.0,59.0,151.9,6.38,424.99,1,0,2.89
Cotton,2023,Kharif,714.9,21.4,75.6,211.5,32.5,278.1,7.42,287.7,0,1,1.43
Cotton,2024,Kharif,790.4,28.4,69.1,214.6,38.0,179.9,7.5,473.85,1,1,2.63
Wheat,2020,Rabi,521.6,19.8,59.6,157.4,63.2,163.9,7.34,93.77,1,0,2.61
Rice,2021,Kharif,1345.0,30.3,79.1,234.7,37.5,195.7,5.76,93.59,1,0,3.88
Cotton,2022,Kharif,814.2,27.7,57.5,211.6,32.1,217.2,7.24,260.94,1,1,2.89
Soybean,2016,Kharif,725.4,26.4,74.7,127.5,74.2,150.4,6.62,94.65,0,1,2.9
Wheat,2023,Rabi,469.3,20.5,54.9,255.5,56.5,202.6,7.47,377.32,1,1,4.86
Cotton,2020,Kharif,825.6,29.7,58.9,176.3,34.9,281.6,7.07,228.99,1,1,3.11
Soybean,2024,Kharif,871.6,29.9,57.7,97.0,43.2,108.3,6.96,199.98,0,0,1.87
Soybean,2020,Kharif,717.8,26.7,62.9,143.2,51.8,162.8,6.8,233.61,1,1,4.15
Turmeric,2019,Kharif,759.9,29.2,71.2,165.2,40.5,288.2,5.7,226.91,0,0,5.68
Soybean,2019,Kharif,778.1,29.7,61.4,162.0,36.7,218.8,7.01,159.38,1,0,2.72
Soybean,2023,Kharif,717.0,32.7,58.3,82.1,47.2,182.5,6.66,54.93,0,1,2.03
Rice,2016,Kharif,1415.2,31.9,89.2,186.2,55.1,222.9,6.86,269.8,1,1,4.52
Sugarcane,2022,Summer,1256.4,34.1,85.4,221.3,67.4,427.3,7.17,402.0,1,1,86.83
Wheat,2024,Rabi,550.3,19.3,56.9,287.9,55.6,171.4,6.8,52.81,0,0,2.8
Cotton,2023,Kharif,748.6,25.0,63.3,193.4,56.8,240.2,6.94,212.15,1,1,2.99
Cotton,2018,Kharif,857.6,30.1,60.6,163.2,50.2,141.9,6.82,484.41,0,0,1.57
Soybean,2023,Kharif,774.0,26.1,62.6,125.1,53.9,222.1,6.11,83.88,0,1,3.42
Cotton,2020,Kharif,779.9,27.0,60.9,175.8,32.7,149.8,6.66,170.34,0,0,1.71
Soybean,2022,Kharif,708.6,28.4,62.7,100.1,45.4,202.5,6.11,157.76,1,0,2.19
Maize,2019,Kharif,693.9,23.6,73.5,126.8,56.0,228.5,7.33,247.32,0,1,3.76
Soybean,2018,Kharif,815.2,27.9,68.3,147.9,46.1,179.4,6.86,210.12,1,1,3.93
Rice,2018,Kharif,1235.5,32.1,72.3,137.8,32.6,232.9,6.91,80.28,1,0,2.88
Wheat,2024,Rabi,614.1,23.8,52.9,215.1,42.0,241.5,7.83,413.55,0,1,3.62
Cotton,2024,Kharif,709.6,25.6,57.2,136.8,53.4,191.7,7.53,66.16,0,0,1.68
Soybean,2019,Kharif,683.2,27.1,59.8,119.4,50.4,171.9,6.93,113.18,1,0,2.83
Cotton,2020,Kharif,997.3,30.3,51.4,140.7,23.7,231.0,6.75,296.64,0,0,1.28
Cotton,2018,Kharif,744.0,28.0,74.4,80.0,36.1,164.6,7.23,164.07,1,1,1.38
Sugarcane,2016,Summer,1363.3,30.4,83.8,237.7,61.5,404.9,6.57,46.87,1,1,94.89
Soybean,2018,Kharif,656.9,30.6,63.1,138.6,64.2,133.9,6.44,273.74,1,1,2.96
Maize,2017,Kharif,896.1,24.8,61.1,152.1,60.3,230.0,7.65,410.42,1,1,4.71
Soybean,2018,Kharif,792.1,25.7,74.0,119.2,49.8,148.2,7.07,329.44,0,1,2.33
Wheat,2021,Rabi,600.9,20.8,53.1,209.9,66.7,205.3,7.34,287.36,0,1,4.41
Wheat,2020,Rabi,606.7,24.8,53.4,175.4,74.9,170.2,7.31,212.32,1,0,3.28
Cotton,2021,Kharif,835.7,30.2,49.7,131.2,45.2,197.9,7.41,329.2,0,1,1.68
Soybean,2015,Kharif,766.8,28.0,60.4,118.3,50.6,211.2,7.07,295.42,1,1,3.53
Cotton,2015,Kharif,793.3,28.8,62.9,156.7,48.3,220.0,6.46,399.51,0,1,2.16
Wheat,2022,Rabi,443.0,19.1,66.0,219.9,42.9,190.3,7.68,478.31,0,1,2.61
Cotton,2018,Kharif,744.9,28.2,51.5,189.1,38.2,241.2,6.92,241.32,1,1,3.02
Sugarcane,2018,Summer,1178.0,33.4,76.7,216.5,73.2,280.0,7.05,272.68,0,1,74.16
Rice,2017,Kharif,1378.8,31.5,78.2,193.3,54.3,244.1,6.83,305.43,1,1,5.48
Turmeric,2021,Kharif,791.5,31.6,63.3,170.3,38.5,258.4,6.62,294.51,0,1,6.42
Rice,2015,Kharif,1197.1,27.3,74.0,80.0,35.7,296.5,6.77,82.29,0,1,2.57
Cotton,2024,Kharif,655.3,29.2,59.2,223.4,52.1,255.6,6.7,450.28,0,1,3.0
Maize,2015,Kharif,891.3,27.1,54.7,233.9,51.4,240.3,6.57,400.56,1,1,5.84
Soybean,2019,Kharif,724.9,28.7,69.7,156.7,34.4,162.7,6.16,160.26,1,1,2.68
Wheat,2017,Rabi,500.8,21.8,64.4,168.3,45.6,129.8,7.05,211.98,1,1,2.67
Rice,2016,Kharif,1301.0,28.3,79.8,252.8,47.8,259.5,6.32,329.68,1,0,5.38
Wheat,2020,Rabi,582.3,19.7,59.1,249.8,54.4,151.6,7.58,260.6,0,0,2.58
Rice,2017,Kharif,1127.7,32.1,77.4,141.9,34.9,221.6,7.29,168.29,0,1,2.57
Soybean,2022,Kharif,866.5,29.8,67.8,124.4,75.3,161.4,6.54,274.29,1,1,3.85
Wheat,2023,Rabi,576.5,21.5,53.8,275.6,51.2,162.0,7.28,358.97,1,1,5.42
Rice,2016,Kharif,1300.9,30.6,85.5,166.4,49.1,246.5,6.66,13.56,1,1,5.14
Maize,2021,Kharif,738.9,27.8,55.3,185.7,54.5,309.3,6.46,230.75,0,1,5.57
Wheat,2017,Rabi,482.0,21.5,58.7,126.4,49.7,156.4,7.89,177.59,1,0,2.28
Cotton,2018,Kharif,979.3,30.5,62.6,145.9,45.8,254.2,7.35,171.52,0,0,1.57
